The End Of Life Is To Be Like God, And The Soul Following God Will Be Like Him.	O fim da vida é ser como Deus, e a alma que segue a Deus será como ele.	Socrates
Let us sacrifice our today so that our children can have a better tomorrow.	Sacrifiquemos o nosso hoje para que nossos filhos possam ter um amanhã melhor.	Abdul Kalam
Your task is not to seek for love, but merely to seek and find all the barriers within yourself that you have built against it.	Sua tarefa não é buscar o amor, mas apenas buscar e encontrar dentro de você todas as barreiras que você construiu contra ele.	Rumi
In every religion there is love, yet love has no religion.	Em todas as religiões existe amor, mas o amor não tem religião.	Rumi
Everything in the universe is within you. Ask all from yourself.	Tudo no universo está dentro de você. Pergunte tudo de você mesmo.	Rumi
I'm not a handsome guy, but I can give my hand to someone who needs help. Beauty is in the heart, not in the face.	Não sou um cara bonito, mas posso dar a mão para quem precisa de ajuda. A beleza está no coração, não no rosto.	Abdul Kalam
What Do I Wear In Bed? Why, Chanel No. 5, Of Course.	O que devo vestir na cama? Ora, Chanel nº 5, claro.	Marilyn Monroe
A Good Head And A Good Heart Are Always A Formidable Combination.	Uma boa cabeça e um bom coração são sempre uma combinação formidável.	Nelson Mandela
The Soul Never Thinks Without A Picture.	A alma nunca pensa sem imagem.	Aristotle
In your light I learn how to love. In your beauty, how to make poems. You dance inside my chest where no-one sees you, but sometimes I do, and that sight becomes this art.	Na sua luz aprendo a amar. Na sua beleza, como fazer poemas. Você dança dentro do meu peito onde ninguém te vê, mas às vezes eu vejo, e essa visão se torna essa arte.	Rumi
Let the beauty we love be what we do. There are hundreds of ways to kneel and kiss the ground.	Deixe a beleza que amamos ser o que fazemos. Existem centenas de maneiras de se ajoelhar e beijar o chão.	Rumi
If You Like Your Brother And He'S Prospering, You'Ll Be Pleased For Him.	Se você gosta do seu irmão e ele está prosperando, você ficará satisfeito por ele.	Hamad Bin Isa Al Khalifa
Success Is Dependent Upon The Glands - Sweat Glands.	O sucesso depende das glândulas - glândulas sudoríparas.	Zig Ziglar
Champions are not generated from the championship. Champion is generated from something they have in them, desires, dreams, and visions.	Os campeões não são gerados a partir do campeonato. O campeão é gerado a partir de algo que eles têm dentro de si, desejos, sonhos e visões.	Muhammad Ali
No matter what is the environment around you, it is always possible to maintain your brand of integrity.	Não importa qual seja o ambiente ao seu redor, sempre é possível manter a integridade da sua marca.	Abdul Kalam
Applause Waits On Success.	Aplausos aguardam o sucesso.	Benjamin Franklin
Just As Courage Imperils Life, Fear Protects It.	Assim como a coragem põe a vida em perigo, o medo a protege.	Leonardo Da Vinci
It'S Better To Be A Lion For A Day Than A Sheep All Your Life.	É melhor ser um leão por um dia do que uma ovelha a vida toda.	Elizabeth Kenny
The Devil'S Voice Is Sweet To Hear.	A voz do diabo é doce de ouvir.	Stephen King
Sometimes the people with the worst past, create the best future.	Às vezes, as pessoas com o pior passado criam o melhor futuro.	Umar ibn Al-Khattāb (R.A)
Every day, nay every moment, try to do some good deed.	Todos os dias, ou melhor, a cada momento, tente fazer alguma boa ação.	Abu Bakr (R.A)
No Matter What People Tell You, Words And Ideas Can Change The World.	Não importa o que as pessoas lhe digam, palavras e ideias podem mudar o mundo.	Robin Williams
Champions have to have the skill and the will. But the will must be stronger than the skill.	Os campeões têm que ter habilidade e vontade. Mas a vontade deve ser mais forte que a habilidade.	Muhammad Ali
Men Occasionally Stumble Over The Truth, But Most Of Them Pick Themselves Up And Hurry Off As If Nothing Had Happened.	Os homens ocasionalmente tropeçam na verdade, mas a maioria deles se recompõe e sai correndo como se nada tivesse acontecido.	Winston Churchill
Goodbyes are only for those who love with their eyes. Because for those who love with heart and soul there is no such thing as separation.	Adeus é só para quem ama com os olhos. Porque para quem ama de coração e alma não existe separação.	Rumi
The best revenge is to improve yourself.	A melhor vingança é melhorar a si mesmo.	Ali ibn Abi Talib (R.A)
God gave me this illness to remind me that I'm not Number One; He is.	Deus me deu esta doença para me lembrar que não sou o número um; Ele é.	Muhammad Ali
Success Is A Personal Standard, Reaching For The Highest That Is In Us, Becoming All That We Can Be.	O sucesso é um padrão pessoal, alcançando o que há de mais elevado em nós, tornando-nos tudo o que podemos ser.	Zig Ziglar
When You Have Really Exhausted An Experience You Always Reverence And Love It.	Quando você realmente esgota uma experiência, você sempre a reverencia e ama.	Albert Camus
Now you see me, now you don't. George thinks he will, but I know he won't!	Agora você me vê, agora não. George acha que sim, mas eu sei que não!	Muhammad Ali
Elegance Does Not Consist In Putting On A New Dress.	A elegância não consiste em vestir um vestido novo.	Coco Chanel
It Is Always Consoling To Think Of Suicide: In That Way One Gets Through Many A Bad Night.	É sempre consolador pensar em suicídio: assim superamos muitas noites ruins.	Friedrich Nietzsche
Eating Words Has Never Given Me Indigestion.	Comer palavras nunca me causou indigestão.	Winston Churchill
India has to be transformed into a developed nation, a prosperous nation and a healthy nation, with a value system.	A Índia tem de ser transformada numa nação desenvolvida, numa nação próspera e numa nação saudável, com um sistema de valores.	Abdul Kalam
It's not bragging if you can back it up.	Não é se gabar se você puder fazer backup.	Muhammad Ali
I Wish People Would Love Everybody Else The Way They Love Me. It Would Be A Better World.	Eu gostaria que as pessoas amassem todo mundo do jeito que me amam. Seria um mundo melhor.	Muhammad Ali
Why do I want my wife to show off her panties when the wind blows? Horses show their behinds, and cows and mules, not humans.	Por que quero que minha esposa mostre a calcinha quando o vento sopra? Os cavalos mostram o traseiro, e as vacas e mulas, não os humanos.	Muhammad Ali
Words Are Only Painted Fire; A Look Is The Fire Itself.	Palavras são apenas fogo pintado; Um olhar é o próprio fogo.	Mark Twain
Words, Without Power, Is Mere Philosophy.	Palavras, sem poder, são mera filosofia.	Muhammad Iqbal
The cure for pain is in the pain.	A cura para a dor está na dor.	Rumi
Whatever happens, just keep smiling and lose yourself in Love.	Aconteça o que acontecer, continue sorrindo e perca-se no Amor.	Rumi
Do The Right Thing. It Will Gratify Some People And Astonish The Rest.	Faça a coisa certa. Isso irá gratificar algumas pessoas e surpreender o resto.	Mark Twain
Only the soul knows what love is.	Só a alma sabe o que é o amor.	Rumi
Earning of livelihood by following some profession is better than living on charity.	Ganhar o sustento seguindo alguma profissão é melhor do que viver de caridade.	Umar ibn Al-Khattāb (R.A)
Burdens are the foundations of ease and bitter things the forerunners of pleasure.	Os fardos são os alicerces da facilidade e as coisas amargas os precursores do prazer.	Rumi
Too Many Have Dispensed With Generosity In Order To Practice Charity.	Muitos dispensaram a generosidade para praticar a caridade.	Albert Camus
Even the greatest was once a beginner. Don't be afraid to take that first step.	Até o maior já foi iniciante. Não tenha medo de dar o primeiro passo.	Muhammad Ali
No Great Intellectual Thing Was Ever Done By Great Effort.	Nenhuma grande coisa intelectual jamais foi feita com grande esforço.	Theodore Roosevelt
To fight against one's desires is the greatest of all fights.	Lutar contra os próprios desejos é a maior de todas as lutas.	Ali ibn Abi Talib (R.A)
Innovation Distinguishes Between A Leader And A Follower.	A inovação distingue entre um líder e um seguidor.	Steve Jobs
We Enjoy The Process Far More Than The Proceeds.	Gostamos muito mais do processo do que dos rendimentos.	Warren Buffett
When I Started Counting My Blessings, My Whole Life Turned Around.	Quando comecei a contar minhas bênçãos, toda a minha vida mudou.	Willie Nelson
This being human is a guest house. Every morning a new arrival. Welcome and entertain them all!	Este ser humano é uma casa de hóspedes. Todas as manhãs uma novidade chega. Bem-vindo e entretenha todos eles!	Rumi
All My Life I'Ve Looked At Words As Though I Were Seeing Them For The First Time.	Durante toda a minha vida olhei para as palavras como se as estivesse vendo pela primeira vez.	Ernest Hemingway
Waiting Is Painful. Forgetting Is Painful. But Not Knowing Which To Do Is The Worse Kind Of Suffering.	Esperar é doloroso. Esquecer é doloroso. Mas não saber o que fazer é o pior tipo de sofrimento.	Paulo Coelho
Never Allow Someone To Be Your Priority While Allowing Yourself To Be Their Option.	Nunca permita que alguém seja sua prioridade e ao mesmo tempo se permita ser a opção dele.	Mark Twain
To Jaw-Jaw Is Always Better Than To War-War.	Jaw-Jaw é sempre melhor do que guerra-guerra.	Winston Churchill
That'S The Real Trouble With The World, Too Many People Grow Up	Esse é o verdadeiro problema do mundo, muitas pessoas crescem	Walt Disney
It Is Easier To Stay Out Than Get Out.	É mais fácil ficar fora do que sair.	Mark Twain
The worst man is the one who sees himself as the best.	O pior homem é aquele que se considera o melhor.	Muhammad Ali
The World Breaks Everyone, And Afterward, Some Are Strong At The Broken Places.	O mundo quebra a todos e, depois, alguns são fortes nos lugares quebrados.	Ernest Hemingway
Rule No.1: Never Lose Money. Rule No.2: Never Forget Rule No.1.	Regra nº 1: Nunca perca dinheiro. Regra nº 2: Nunca esqueça a regra nº 1.	Warren Buffett
Convergence of our views on global trade issues under the WTO and our common resolve to combat terrorism provide a valuable base for mutual understanding.	A convergência dos nossos pontos de vista sobre questões comerciais globais no âmbito da OMC e a nossa determinação comum de combater o terrorismo proporcionam uma base valiosa para o entendimento mútuo.	Abdul Kalam
Whenever You Find Yourself On The Side Of The Majority, It Is Time To Pause And Reflect.	Sempre que você estiver do lado da maioria, é hora de fazer uma pausa e refletir.	Mark Twain
Whatever Is Done For Love Always Occurs Beyond Good And Evil.	Tudo o que é feito por amor sempre ocorre além do bem e do mal.	Friedrich Nietzsche
Things Should Be Made As Simple As Possible, But Not Any Simpler.	As coisas devem ser tão simples quanto possível, mas não mais simples.	Albert Einstein
Stop acting so small. You are the universe in ecstatic motion.	Pare de agir tão pequeno. Você é o universo em movimento extático.	Rumi
All Truth Is Simple... Is That Not Doubly A Lie?	Toda verdade é simples... Isso não é duplamente uma mentira?	Friedrich Nietzsche
Money Is Only A Tool. It Will Take You Wherever You Wish, But It Will Not Replace You As The Driver.	O dinheiro é apenas uma ferramenta. Ele o levará aonde desejar, mas não o substituirá como motorista.	Ayn Rand
The fight is won or lost far away from witnesses - behind the lines, in the gym, and out there on the road, long before I dance under those lights.	A luta é vencida ou perdida longe das testemunhas – atrás das linhas, no ginásio e na estrada, muito antes de eu dançar sob aquelas luzes.	Muhammad Ali
He who avoids complaint invites happiness.	Quem evita reclamações convida à felicidade.	Abu Bakr (R.A)
We are the mirror - As well as the face in it.	Nós somos o espelho – assim como o rosto nele.	Rumi
Yesterday I was clever, so I wanted to change the world. Today I am wise, so I am changing myself.	Ontem eu era inteligente, então queria mudar o mundo. Hoje sou sábio, então estou mudando a mim mesmo.	Rumi
For 2,500 years, India has never invaded anybody.	Durante 2.500 anos, a Índia nunca invadiu ninguém.	Abdul Kalam
If Past History Was All There Was To The Game, The Richest People Would Be Librarians.	Se a história passada fosse tudo o que havia no jogo, as pessoas mais ricas seriam os bibliotecários.	Warren Buffett
Your souls are precious and can only be equal to the price of Paradise, therefore sell them only at that price.	Suas almas são preciosas e só podem ser iguais ao preço do Paraíso, portanto, vendam-nas somente por esse preço.	Ali ibn Abi Talib (R.A)
A Wise Man Can Learn More From A Foolish Question Than A Fool Can Learn From A Wise Answer.	Um homem sábio pode aprender mais com uma pergunta tola do que um tolo pode aprender com uma resposta sábia.	Bruce Lee
If Allah wants for a people ill, he gives them debates and takes away from them actions.	Se Allah quer que um povo fique doente, ele lhes dá debates e lhes tira ações.	Umar ibn Al-Khattāb (R.A)
He who builds a masjid in the way of Allah, God will build a house for him in the paradise.	Aquele que constrói uma mesquita no caminho de Allah, Deus construirá uma casa para ele no paraíso.	Abu Bakr (R.A)
Love Is Blind; Friendship Closes Its Eyes.	O amor é cego; A amizade fecha os olhos.	Friedrich Nietzsche
Don'T Go Around Saying The World Owes You A Living. The World Owes You Nothing. It Was Here First.	Não saia por aí dizendo que o mundo lhe deve a vida. O mundo não lhe deve nada. Estava aqui primeiro.	Mark Twain
An alert and learned man will take advice from any event.	Um homem alerta e instruído aceitará conselhos em qualquer evento.	Ali ibn Abi Talib (R.A)
I don't count my sit-ups. I only start counting when it starts hurting. When I feel pain, that's when I start counting, because that's when it really counts.	Eu não conto meus abdominais. Só começo a contar quando começa a doer. Quando sinto dor é aí que começo a contar, porque é aí que realmente conta.	Muhammad Ali
The wound is the place where the Light enters you.	A ferida é o lugar onde a Luz entra em você.	Rumi
Luxury is an obstacle, and so is the fatness of the body.	O luxo é um obstáculo, assim como a gordura do corpo.	Umar ibn Al-Khattāb (R.A)
Come, come, whoever you are. Wanderer, worshiper, lover of leaving. It doesn't matter. Ours is not a caravan of despair. come, even if you have broken your vows a thousand times. Come, yet again, come, come.	Venha, venha, seja você quem for. Andarilho, adorador, amante de partir. Não importa. A nossa não é uma caravana de desespero. venha, mesmo que você tenha quebrado seus votos mil vezes. Venha, mais uma vez, venha, venha.	Rumi
The Golden Age Is Before Us, Not Behind Us.	A Idade de Ouro está diante de nós, não atrás de nós.	William Shakespeare
Fiction Is The Truth Inside The Lie.	A ficção é a verdade dentro da mentira.	Stephen King
Believe You Can And You'Re Halfway There.	Acredite que você pode e você estará na metade do caminho.	Theodore Roosevelt
All The Great Things Are Simple, And Many Can Be Expressed In A Single Word: Freedom, Justice, Honor, Duty, Mercy, Hope.	Todas as grandes coisas são simples e muitas podem ser expressas em uma única palavra: liberdade, justiça, honra, dever, misericórdia, esperança.	Winston Churchill
Allah's the Arabic term for God. Stand up for God, fight for God, work for God and do the right thing, and go the right way, things will end up in your corner.	Alá é o termo árabe para Deus. Levante-se por Deus, lute por Deus, trabalhe para Deus e faça a coisa certa, e siga o caminho certo, as coisas vão acabar do seu lado.	Muhammad Ali
Anger Is Never Without A Reason, But Seldom With A Good One.	A raiva nunca é sem motivo, mas raramente tem um bom motivo.	Benjamin Franklin
Good Actions Are A Guard Against The Blows Of Adversity.	Boas ações são uma proteção contra os golpes da adversidade.	Abu Bakr
Use the same measure for selling that you use for purchasing.	Use a mesma medida para vendas que você usa para compras.	Abu Bakr (R.A)
The Secret Of Getting Ahead Is Getting Started	O segredo para progredir é começar	Mark Twain
I Don'T Know The Key To Success, But The Key To Failure Is Trying To Please Everybody.	Não sei a chave do sucesso, mas a chave do fracasso é tentar agradar a todos.	Bill Cosby
Real Loss Is Only Possible When You Love Something More Than You Love Yourself.	A perda real só é possível quando você ama algo mais do que a si mesmo.	Robin Williams
This Is The First Convention Of The Space Age - Where A Candidate Can Promise The Moon And Mean It.	Esta é a primeira convenção da era espacial - onde um candidato pode prometer a lua e ser sincero.	David Brinkley
I Don'T Like That Man. I Must Get To Know Him Better.	Eu não gosto desse homem. Devo conhecê-lo melhor.	Abraham Lincoln
To Shipbrokers, Coal Was Black Gold.	Para os corretores de navios, o carvão era ouro negro.	Roald Dahl
History, Despite Its Wrenching Pain, Cannot Be Unlived, But If Faced With Courage, Need Not Be Lived Again.	A história, apesar de sua dor lancinante, não pode ser deixada de lado, mas se for confrontada com coragem, não precisa ser vivida novamente.	Maya Angelou
Everyone who is taken by death asks for more time, while everyone who still has time makes excuses for procrastination.	Todo mundo que é levado pela morte pede mais tempo, enquanto todo mundo que ainda tem tempo arruma desculpas para a procrastinação.	Ali ibn Abi Talib (R.A)
I wonder at a man who loses hope of salvation when the door of repentance is open for him.	Fico admirado com um homem que perde a esperança de salvação quando a porta do arrependimento está aberta para ele.	Ali ibn Abi Talib (R.A)
Don't count the days, make the days count.	Não conte os dias, faça os dias contarem.	Muhammad Ali
Close your eyes, fall in Love, stay there.	Feche os olhos, apaixone-se, fique aí.	Rumi
I Guess I Don'T So Much Mind Being Old, As I Mind Being Fat And Old.	Acho que não me importo tanto de ser velho quanto de ser gordo e velho.	Benjamin Franklin
It will be a killer, and a chiller, and a thriller, when I get the gorilla in Manila.	Será um assassino, um arrepiante e um thriller quando eu pegar o gorila em Manila.	Muhammad Ali
I Dream Of An Africa Which Is In Peace With Itself.	Sonho com uma África que esteja em paz consigo mesma.	Nelson Mandela
The Difference Between A Mountain And A Molehill Is Your Perspective.	A diferença entre uma montanha e um pequeno morro é a sua perspectiva.	Al Neuharth
I Am Certainly Not One Of Those Who Need To Be Prodded. In Fact, If Anything, I Am The Prod.	Certamente não sou um daqueles que precisam ser estimulados. Na verdade, na verdade, eu sou o produto.	Winston Churchill
To the people that have said I'm too small, I'm not fast enough, I don't have what it takes, I'm not strong enough. THANK YOU.	Para as pessoas que disseram que sou muito pequeno, não sou rápido o suficiente, não tenho o que é preciso, não sou forte o suficiente. OBRIGADO.	Muhammad Ali
There is a King Who is aware of every Mask you put on.	Existe um Rei que está ciente de cada máscara que você coloca.	Rumi
Be patient; patience is a pillar of faith.	Ser paciente; paciência é um pilar da fé.	Umar ibn Al-Khattāb (R.A)
The Very Ink With Which History Is Written Is Merely Fluid Prejudice.	A própria tinta com a qual a história é escrita é apenas um preconceito fluido.	Mark Twain
I was the first one in the gym, and the last one to leave.	Fui o primeiro a entrar na academia e o último a sair.	Muhammad Ali
Art Is The Proper Task Of Life.	A arte é a tarefa adequada da vida.	Friedrich Nietzsche
The Roots Of Education Are Bitter, But The Fruit Is Sweet.	As raízes da educação são amargas, mas o fruto é doce.	Aristotle
Run away from greatness and greatness will follow you.	Fuja da grandeza e a grandeza o seguirá.	Abu Bakr (R.A)
You may learn to imitate a birdcall, but do you experience what the nightingale feels for the rose?	Você pode aprender a imitar o canto de um pássaro, mas você experimenta o que o rouxinol sente pela rosa?	Rumi
Bad Men Are Full Of Repentance.	Homens maus estão cheios de arrependimento.	Aristotle
Blessed is he whose own faults keep him from seeing the faults of others.	Bem-aventurado aquele cujas próprias falhas o impedem de ver as falhas dos outros.	Ali ibn Abi Talib (R.A)
The most helpless person is the one who is helpless in reforming himself.	A pessoa mais indefesa é aquela que não consegue se reformar.	Ali ibn Abi Talib (R.A)
He who fears to weep, should learn to be kind to those who weep.	Aquele que tem medo de chorar deve aprender a ser gentil com aqueles que choram.	Abu Bakr (R.A)
My wealth is in my knowledge of self, love, and spirituality.	Minha riqueza está em meu conhecimento de mim mesmo, do amor e da espiritualidade.	Muhammad Ali
He who aspires to paradise should learn to deal with people with kindness.	Aquele que aspira ao paraíso deve aprender a tratar as pessoas com bondade.	Abu Bakr (R.A)
All God's creatures are His family; and he is the most beloved of God who tries to do most good to God's creatures.	Todas as criaturas de Deus são Sua família; e ele é o mais amado de Deus que tenta fazer o maior bem às criaturas de Deus.	Abdul Kalam
When I Do Good, I Feel Good. When I Do Bad, I Feel Bad. That'S My Religion.	Quando faço o bem, me sinto bem. Quando faço o mal, me sinto mal. Essa é a minha religião.	Abraham Lincoln
Women are not equal with men, that's sure. When the woman is in danger she always looks to the man for help. We are superior by nature. The black or white woman needn't worry in life because the world is ruled by the white man.	As mulheres não são iguais aos homens, isso é certo. Quando a mulher está em perigo ela sempre recorre ao homem em busca de ajuda. Somos superiores por natureza. A mulher negra ou branca não precisa se preocupar na vida porque o mundo é governado pelo homem branco.	Muhammad Ali
If you love someone, you are always joined with them - in joy, in absence, in solitude, in strife.	Se você ama alguém, você está sempre unido a essa pessoa – na alegria, na ausência, na solidão, na discórdia.	Rumi
I Am A Deeply Religious Nonbeliever - This Is A Somewhat New Kind Of Religion.	Eu sou um descrente profundamente religioso - este é um tipo um tanto novo de religião.	Albert Einstein
It Is The Supreme Art Of The Teacher To Awaken Joy In Creative Expression And Knowledge.	É a arte suprema do professor despertar alegria na expressão criativa e no conhecimento.	Albert Einstein
The best companion and helper is admirable morals.	O melhor companheiro e ajudante é a moral admirável.	Ali ibn Abi Talib (R.A)
Man Will Do Many Things To Get Himself Loved, He Will Do All Things To Get Himself Envied.	O homem fará muitas coisas para ser amado, fará todas as coisas para ser invejado.	Mark Twain
When you seek advice, do not withhold any facts from the person whose advice you seek.	Ao procurar aconselhamento, não esconda nenhum fato da pessoa cujo conselho você procura.	Abu Bakr (R.A)
I have never regretted my silence. As for my speech, I have regretted it over and over again.	Nunca me arrependi do meu silêncio. Quanto ao meu discurso, arrependi-me repetidamente.	Umar ibn Al-Khattāb (R.A)
Don't read success stories, you will only get a message. Read failure stories, you will get some ideas to get success.	Não leia histórias de sucesso, você receberá apenas uma mensagem. Leia histórias de fracasso e você terá algumas ideias para obter sucesso.	Abdul Kalam
I Have Nothing To Offer But Blood, Toil, Tears And Sweat.	Não tenho nada a oferecer além de sangue, trabalho, lágrimas e suor.	Winston Churchill
I died as a mineral and became a plant, I died as a plant and rose to animal, I died as an animal and I was Man. Why should I fear? When was I less by dying?	Morri como mineral e me tornei planta, morri como planta e me tornei animal, morri como animal e fui Homem. Por que eu deveria temer? Quando eu estava menos morrendo?	Rumi
All Men'S Souls Are Immortal, But The Souls Of The Righteous Are Immortal And Divine.	Todas as almas dos homens são imortais, mas as almas dos justos são imortais e divinas.	Socrates
Abstinence from sins is better than seeking help afterwards.	A abstinência dos pecados é melhor do que procurar ajuda depois.	Ali ibn Abi Talib (R.A)
Inside the Great Mystery that is, we don't really own anything. What is this competition we feel then, before we go, one at a time, through the same gate?	Dentro do Grande Mistério, isto é, não possuímos realmente nada. Que competição é essa que sentimos então, antes de passarmos, um de cada vez, pelo mesmo portão?	Rumi
The only lasting beauty is the beauty of the heart.	A única beleza duradoura é a beleza do coração.	Rumi
Change Your Opinions, Keep To Your Principles; Change Your Leaves, Keep Intact Your Roots.	Mude suas opiniões, mantenha seus princípios; Mude suas folhas, mantenha suas raízes intactas.	Victor Hugo
Many Marriages Would Be Better If The Husband And The Wife Clearly Understood That They Are On The Same Side.	Muitos casamentos seriam melhores se o marido e a esposa entendessem claramente que estão do mesmo lado.	Zig Ziglar
Strong And Bitter Words Indicate A Weak Cause.	Palavras fortes e amargas indicam uma causa fraca.	Victor Hugo
A man who views the world the same at fifty as he did at twenty has wasted thirty years of his life.	Um homem que aos cinquenta vê o mundo da mesma forma que aos vinte desperdiçou trinta anos de sua vida.	Muhammad Ali
Give up to grace. The ocean takes care of each wave 'til it gets to shore. You need more help than you know.	Renda-se à graça. O oceano cuida de cada onda até chegar à costa. Você precisa de mais ajuda do que imagina.	Rumi
The Superior Man Acts Before He Speaks, And Afterwards Speaks According To His Action.	O homem superior age antes de falar e depois fala de acordo com sua ação.	Confucius
We'Re Getting Hurt, But I'M A Long-Term Investor.	Estamos nos prejudicando, mas sou um investidor de longo prazo.	Al Waleed Bin Talal
Recitation of the Qur'an without contemplation and thought is futile.	A recitação do Alcorão sem contemplação e pensamento é fútil.	Ali ibn Abi Talib (R.A)
Success is not achieved by winning all the time. Real success comes when we rise after we fall. Some mountains are higher than others. Some roads steeper than the next. There are hardships and setbacks but you cannot let them stop you. Even on the steepest road you must not turn back.	O sucesso não é alcançado vencendo o tempo todo. O verdadeiro sucesso vem quando nos levantamos depois de cairmos. Algumas montanhas são mais altas que outras. Algumas estradas são mais íngremes que as outras. Existem dificuldades e contratempos, mas você não pode permitir que eles o impeçam. Mesmo na estrada mais íngreme você não deve voltar atrás.	Muhammad Ali
A Riot Is The Language Of The Unheard.	Um motim é a linguagem do inédito.	Martin Luther King, Jr.
The Law Is Reason, Free From Passion.	A lei é razão, livre de paixão.	Aristotle
The people who abandon Jihad fall a victim to humility and degradation.	As pessoas que abandonam a Jihad são vítimas da humildade e da degradação.	Abu Bakr (R.A)
We are all born with a divine fire in us. Our efforts should be to give wings to this fire and fill the world with the glow of its goodness.	Todos nascemos com um fogo divino em nós. Os nossos esforços deveriam ser para dar asas a este fogo e encher o mundo com o brilho da sua bondade.	Abdul Kalam
